Order ID,Order Date,Customer ID,Product ID,Quantity,Customer Name,Email,Country,Coffee Type,Roast Type,Size,Unit Price,Sales,Coffee Name,Roast Type Seed
GPR-19973-483,26/06/2019,92926-08470-YS,R-D-0.5,5,Betty Fominov,bfominov33@yale.edu,United States,Rob,D,0.5kg,$5.37,$26.85,Robusta,Dark
XIY-43041-882,12/10/2021,07250-63194-JO,A-M-1,1,Shawnee Critchlow,scritchlow34@un.org,United States,Ara,M,1.0kg,$11.25,$11.25,Arabica,Medium
YGY-98425-969,01/04/2019,63787-96257-TQ,L-M-1,1,Merrel Steptow,msteptow35@earthlink.net,Ireland,Lib,M,1.0kg,$14.55,$14.55,Librica,Medium
MSB-08397-648,10/03/2021,49530-25460-RW,R-L-0.2,4,Carmina Hubbuck,,United States,Rob,L,0.2kg,$3.59,$14.34,Robusta,Light
WDR-06028-345,16/08/2019,66508-21373-OQ,L-L-1,1,Ingeberg Mulliner,imulliner37@pinterest.com,United Kingdom,Lib,L,1.0kg,$15.85,$15.85,Librica,Light
MXM-42948-061,11/08/2020,20203-03950-FY,L-L-0.2,4,Geneva Standley,gstandley38@dion.ne.jp,Ireland,Lib,L,0.2kg,$4.76,$19.02,Librica,Light
MGQ-98961-173,05/04/2022,83895-90735-XH,L-L-0.5,4,Brook Drage,bdrage39@youku.com,United States,Lib,L,0.5kg,$9.51,$38.04,Librica,Light
RFH-64349-897,22/10/2019,61954-61462-RJ,E-D-0.5,3,Muffin Yallop,myallop3a@fema.gov,United States,Exc,D,0.5kg,$7.29,$21.87,Excelsia,Dark
TKL-20738-660,02/10/2021,47939-53158-LS,E-M-0.2,1,Cordi Switsur,cswitsur3b@chronoengine.com,United States,Exc,M,0.2kg,$4.13,$4.13,Excelsia,Medium
TKL-20738-660,02/10/2021,47939-53158-LS,A-L-0.2,1,Cordi Switsur,cswitsur3b@chronoengine.com,United States,Ara,L,0.2kg,$3.89,$3.89,Arabica,Light
TKL-20738-660,02/10/2021,47939-53158-LS,E-M-1,5,Cordi Switsur,cswitsur3b@chronoengine.com,United States,Exc,M,1.0kg,$13.75,$68.75,Excelsia,Medium
GOW-03198-575,13/03/2021,61513-27752-FA,A-D-0.5,4,Mahala Ludwell,mludwell3e@blogger.com,United States,Ara,D,0.5kg,$5.97,$23.88,Arabica,Dark
QJB-90477-635,12/06/2022,89714-19856-WX,L-L-2.5,4,Doll Beauchamp,dbeauchamp3f@usda.gov,United States,Lib,L,2.5kg,$36.46,$145.82,Librica,Light
MWP-46239-785,27/04/2019,87979-56781-YV,L-M-0.2,5,Stanford Rodliff,srodliff3g@ted.com,United States,Lib,M,0.2kg,$4.37,$21.83,Librica,Medium
QDV-03406-248,23/05/2019,74126-88836-KA,L-M-0.5,3,Stevana Woodham,swoodham3h@businesswire.com,Ireland,Lib,M,0.5kg,$8.73,$26.19,Librica,Medium
GPH-40635-105,14/07/2020,37397-05992-VO,A-M-1,1,Hewet Synnot,hsynnot3i@about.com,United States,Ara,M,1.0kg,$11.25,$11.25,Arabica,Medium
JOM-80930-071,10/11/2021,54904-18397-UD,L-D-1,6,Raleigh Lepere,rlepere3j@shop-pro.jp,Ireland,Lib,D,1.0kg,$12.95,$77.70,Librica,Dark
OIL-26493-755,31/08/2021,19017-95853-EK,A-M-0.5,1,Timofei Woofinden,twoofinden3k@businesswire.com,United States,Ara,M,0.5kg,$6.75,$6.75,Arabica,Medium
CYV-13426-645,06/07/2019,88593-59934-VU,E-D-1,1,Evelina Dacca,edacca3l@google.pl,United States,Exc,D,1.0kg,$12.15,$12.15,Excelsia,Dark
WRP-39846-614,04/03/2022,47493-68564-YM,A-L-2.5,5,Bidget Tremellier,,Ireland,Ara,L,2.5kg,$29.79,$148.93,Arabica,Light
VDZ-76673-968,31/12/2020,82246-82543-DW,E-D-0.5,2,Bobinette Hindsberg,bhindsberg3n@blogs.com,United States,Exc,D,0.5kg,$7.29,$14.58,Excelsia,Dark
VTV-03546-175,31/07/2020,03384-62101-IY,A-L-2.5,5,Osbert Robins,orobins3o@salon.com,United States,Ara,L,2.5kg,$29.79,$148.93,Arabica,Light
GHR-72274-715,24/05/2021,86881-41559-OR,L-D-1,1,Othello Syseland,osyseland3p@independent.co.uk,United States,Lib,D,1.0kg,$12.95,$12.95,Librica,Dark
ZGK-97262-313,16/07/2022,02536-18494-AQ,E-M-2.5,3,Ewell Hanby,,United States,Exc,M,2.5kg,$31.63,$94.88,Excelsia,Medium
ZFS-30776-804,05/02/2021,58638-01029-CB,A-L-0.5,5,Blancha McAmish,bmcamish2e@tripadvisor.com,United States,Ara,L,0.5kg,$7.77,$38.85,Arabica,Light
QUU-91729-492,29/07/2021,90312-11148-LA,A-D-0.2,4,Lowell Keenleyside,lkeenleyside3s@topsy.com,United States,Ara,D,0.2kg,$2.99,$11.94,Arabica,Dark
PVI-72795-960,17/03/2022,68239-74809-TF,E-L-2.5,3,Elonore Joliffe,,Ireland,Exc,L,2.5kg,$34.16,$102.47,Excelsia,Light
PPP-78935-365,11/02/2021,91074-60023-IP,E-D-1,4,Abraham Coleman,,United States,Exc,D,1.0kg,$12.15,$48.60,Excelsia,Dark
JUO-34131-517,13/02/2019,07972-83748-JI,L-D-1,6,Rivy Farington,,United States,Lib,D,1.0kg,$12.95,$77.70,Librica,Dark
ZJE-89333-489,13/05/2022,08694-57330-XR,L-D-2.5,1,Vallie Kundt,vkundt3w@bigcartel.com,Ireland,Lib,D,2.5kg,$29.79,$29.79,Librica,Dark
LOO-35324-159,19/05/2020,68412-11126-YJ,A-L-0.2,4,Boyd Bett,bbett3x@google.de,United States,Ara,L,0.2kg,$3.89,$15.54,Arabica,Light
JBQ-93412-846,27/04/2022,69037-66822-DW,E-L-2.5,4,Julio Armytage,,Ireland,Exc,L,2.5kg,$34.16,$136.62,Excelsia,Light
EHX-66333-637,09/09/2020,01297-94364-XH,L-M-0.5,2,Deana Staite,dstaite3z@scientificamerican.com,United States,Lib,M,0.5kg,$8.73,$17.46,Librica,Medium
WXG-25759-236,10/03/2021,39919-06540-ZI,E-L-2.5,2,Winn Keyse,wkeyse40@apple.com,United States,Exc,L,2.5kg,$34.16,$68.31,Excelsia,Light
QNA-31113-984,07/04/2019,60512-78550-WS,L-M-0.2,4,Osmund Clausen-Thue,oclausenthue41@marriott.com,United States,Lib,M,0.2kg,$4.37,$17.46,Librica,Medium
ZWI-52029-159,12/07/2020,40172-12000-AU,L-M-1,3,Leonore Francisco,lfrancisco42@fema.gov,United States,Lib,M,1.0kg,$14.55,$43.65,Librica,Medium
ZWI-52029-159,12/07/2020,40172-12000-AU,E-M-1,2,Leonore Francisco,lfrancisco42@fema.gov,United States,Exc,M,1.0kg,$13.75,$27.50,Excelsia,Medium
DFS-49954-707,21/12/2021,39019-13649-CL,E-D-0.2,5,Giacobo Skingle,gskingle44@clickbank.net,United States,Exc,D,0.2kg,$3.65,$18.23,Excelsia,Dark
VYP-89830-878,04/10/2020,12715-05198-QU,A-M-2.5,2,Gerard Pirdy,,United States,Ara,M,2.5kg,$25.88,$51.75,Arabica,Medium
AMT-40418-362,08/08/2020,04513-76520-QO,L-D-1,1,Jacinthe Balsillie,jbalsillie46@princeton.edu,United States,Lib,D,1.0kg,$12.95,$12.95,Librica,Dark
NFQ-23241-793,11/10/2020,88446-59251-SQ,A-M-1,3,Quinton Fouracres,,United States,Ara,M,1.0kg,$11.25,$33.75,Arabica,Medium
JQK-64922-985,10/11/2021,23779-10274-KN,R-M-2.5,3,Bettina Leffek,bleffek48@ning.com,United States,Rob,M,2.5kg,$22.89,$68.66,Robusta,Medium
YET-17732-678,20/06/2021,57235-92842-DK,R-D-0.2,1,Hetti Penson,,United States,Rob,D,0.2kg,$2.69,$2.69,Robusta,Dark
NKW-24945-846,04/10/2021,75977-30364-AY,A-D-2.5,5,Jocko Pray,jpray4a@youtube.com,United States,Ara,D,2.5kg,$22.89,$114.43,Arabica,Dark
